year,state,month,avg_wind_speed_mph,avg_rainfall_in,max_temperature_f,palmer_hydrological_drought_index,avg_humidity_pct
1993,CT,1,10.8,3.98,38.8,1.45,61
1993,CT,2,11.9,2.8,40.8,-2.35,63
1993,CT,3,11.2,5.07,42.4,1.84,57
1993,CT,4,12.4,3.69,58.5,-1.85,52
1993,CT,5,9.2,5.71,72.8,-2.12,57
1993,CT,6,7.8,5.81,80.5,1.2,67
1993,CT,7,9.1,3.12,89.5,-2.36,62
1993,CT,8,9.1,4.78,80.2,-2.14,69
1993,CT,9,7.7,5.6,78.9,-0.94,71
1993,CT,10,9.8,5.54,63.6,-0.99,62
1993,CT,11,11.9,5.74,56.9,1.72,69
1993,CT,12,12.5,3.72,43.9,-0.98,78
1994,CT,1,11.7,5.15,31.7,-2.34,72
1994,CT,2,11.0,4.73,38.1,-1.23,70
1994,CT,3,12.0,5.77,50.6,2.48,65
1994,CT,4,12.5,6.64,61.5,2.61,63
1994,CT,5,9.1,2.64,64.7,2.15,57
1994,CT,6,9.6,6.04,78.2,1.54,59
1994,CT,7,9.5,4.86,85.5,-1.02,68
1994,CT,8,7.7,2.25,85.8,-1.48,62
1994,CT,9,9.0,4.03,70.6,-2.37,63
1994,CT,10,10.8,4.8,61.7,2.35,68
1994,CT,11,11.8,4.58,54.1,-1.5,63
1994,CT,12,11.9,4.51,41.4,-0.47,71
1995,CT,1,9.7,3.93,32.4,2.31,64
1995,CT,2,10.8,4.7,36.3,-2.4,71
1995,CT,3,12.9,5.7,47.2,0.89,66
1995,CT,4,10.7,4.75,53.5,-1.88,50
1995,CT,5,9.9,2.32,70.3,0.73,66
1995,CT,6,9.3,3.69,85.0,-2.37,64
1995,CT,7,9.9,3.6,83.6,-1.76,65
1995,CT,8,9.0,2.04,76.3,0.95,66
1995,CT,9,9.9,5.68,77.8,-0.24,68
1995,CT,10,8.8,4.93,66.5,-2.01,71
1995,CT,11,11.9,3.45,57.5,-1.29,64
1995,CT,12,10.7,4.19,42.8,2.52,74
1996,CT,1,10.2,5.25,36.4,-0.82,71
1996,CT,2,10.7,2.8,38.5,-1.95,68
1996,CT,3,13.0,2.96,42.0,0.07,66
1996,CT,4,11.9,4.99,61.6,2.33,63
1996,CT,5,10.3,3.61,69.7,-0.27,68
1996,CT,6,9.1,5.23,75.0,1.88,73
1996,CT,7,9.3,5.22,89.6,0.13,65
1996,CT,8,8.9,3.69,86.3,-0.46,70
1996,CT,9,8.3,3.42,74.8,0.39,75
1996,CT,10,10.7,2.78,66.7,-1.19,64
1996,CT,11,10.9,5.52,51.0,2.43,66
1996,CT,12,11.6,3.15,40.5,2.47,71
1997,CT,1,10.1,5.0,40.6,-1.03,65
1997,CT,2,12.8,3.58,40.9,0.23,67
1997,CT,3,11.8,3.64,45.9,-2.36,53
1997,CT,4,11.4,3.07,62.7,0.4,60
1997,CT,5,9.3,3.57,76.1,1.07,65
1997,CT,6,8.4,3.6,83.8,-0.64,75
1997,CT,7,9.8,4.92,87.9,-0.12,63
1997,CT,8,8.5,3.59,82.6,0.65,67
1997,CT,9,10.3,4.06,70.5,0.21,62
1997,CT,10,11.5,5.34,64.8,-0.43,63
1997,CT,11,12.0,4.09,46.4,-2.3,63
1997,CT,12,11.3,2.6,45.8,0.79,64
1998,CT,1,12.3,4.28,32.3,2.1,64
1998,CT,2,11.0,4.24,37.6,1.51,64
1998,CT,3,11.8,3.43,47.2,0.7,55
1998,CT,4,10.0,6.24,54.4,0.38,64
1998,CT,5,8.7,3.69,73.3,0.94,57
1998,CT,6,8.4,4.95,78.5,-1.49,66
1998,CT,7,8.0,4.96,88.4,0.92,62
1998,CT,8,8.6,5.47,79.5,-1.49,75
1998,CT,9,7.8,5.4,76.3,2.04,73
1998,CT,10,11.4,6.44,59.7,2.59,63
1998,CT,11,10.9,2.51,57.8,-0.84,67
1998,CT,12,10.3,3.18,44.2,-2.12,72
1999,CT,1,10.8,2.44,37.4,0.93,74
1999,CT,2,13.0,2.42,39.3,0.3,57
1999,CT,3,13.7,4.15,44.8,-1.34,57
1999,CT,4,10.3,4.15,64.9,0.51,56
1999,CT,5,9.6,2.91,67.0,-1.32,63
1999,CT,6,8.1,2.48,73.9,-1.47,74
1999,CT,7,9.3,5.54,87.8,-1.54,70
1999,CT,8,7.0,3.35,77.7,-1.79,76
1999,CT,9,7.8,5.42,80.0,-0.72,76
1999,CT,10,10.1,6.33,65.5,0.82,64
1999,CT,11,10.1,2.64,47.5,-2.14,68
1999,CT,12,11.5,4.75,40.2,-0.84,66
2000,CT,1,10.6,5.26,29.8,1.81,68
2000,CT,2,11.0,3.32,44.0,1.66,56
2000,CT,3,11.3,2.9,47.1,-2.39,56
2000,CT,4,11.7,5.21,57.0,-0.28,65
2000,CT,5,11.1,2.7,71.6,0.09,65
2000,CT,6,10.2,5.27,74.9,-0.96,67
2000,CT,7,8.2,5.94,78.8,0.67,60
2000,CT,8,9.1,4.06,87.4,2.21,73
2000,CT,9,9.0,4.32,78.8,1.85,77
2000,CT,10,11.0,5.64,59.8,-0.33,67
2000,CT,11,12.4,4.9,48.9,0.35,77
2000,CT,12,11.2,5.78,43.7,0.18,64
2001,CT,1,10.6,3.11,33.2,0.69,68
2001,CT,2,12.3,3.91,41.7,1.58,67
2001,CT,3,13.2,5.91,48.0,-0.67,52
2001,CT,4,11.8,2.6,59.2,2.35,57
2001,CT,5,10.2,5.02,72.6,0.95,55
2001,CT,6,8.3,3.72,76.4,-1.3,71
2001,CT,7,9.4,4.99,79.2,0.3,69
2001,CT,8,9.3,5.53,84.7,1.52,76
2001,CT,9,8.4,5.89,72.0,0.55,67
2001,CT,10,10.2,4.87,61.6,1.01,74
2001,CT,11,11.1,2.72,57.0,-0.34,63
2001,CT,12,9.9,4.06,38.9,1.08,77
2002,CT,1,12.5,3.84,38.4,-2.27,60
2002,CT,2,10.6,3.06,39.9,1.3,66
2002,CT,3,13.0,6.11,41.8,1.9,58
2002,CT,4,11.9,3.47,64.8,-0.92,51
2002,CT,5,10.5,2.5,70.0,2.37,58
2002,CT,6,10.6,2.56,76.4,-1.63,69
2002,CT,7,9.2,4.66,88.1,-1.96,73
2002,CT,8,8.7,2.55,84.6,-0.16,67
2002,CT,9,9.5,4.48,75.2,-1.68,66
2002,CT,10,11.2,3.7,57.5,2.35,70
2002,CT,11,10.3,4.38,49.5,0.55,67
2002,CT,12,11.8,3.06,43.4,-1.96,75
2003,CT,1,11.5,5.09,40.0,1.66,74
2003,CT,2,13.3,3.39,37.7,-0.3,64
2003,CT,3,13.4,2.47,43.8,-0.46,53
2003,CT,4,11.8,3.79,55.8,-0.19,63
2003,CT,5,10.2,5.43,66.4,0.3,55
2003,CT,6,8.0,4.57,79.2,0.05,62
2003,CT,7,8.3,4.39,80.4,2.24,62
2003,CT,8,7.4,5.36,87.7,-0.51,76
2003,CT,9,9.8,5.36,77.0,-2.32,71
2003,CT,10,11.6,5.25,62.3,1.38,73
2003,CT,11,11.2,6.27,50.5,-0.94,68
2003,CT,12,11.8,2.77,40.4,0.12,68
2004,CT,1,10.6,4.41,33.7,-0.04,69
2004,CT,2,11.5,4.9,39.3,-2.29,69
2004,CT,3,12.8,6.33,43.9,0.13,67
2004,CT,4,10.8,3.88,56.4,-0.12,55
2004,CT,5,9.6,2.68,72.1,-2.01,61
2004,CT,6,10.6,3.16,77.9,2.18,72
2004,CT,7,8.4,2.64,88.2,-1.81,75
2004,CT,8,7.4,5.5,78.6,1.2,67
2004,CT,9,7.8,2.19,70.9,1.2,65
2004,CT,10,9.9,3.97,62.0,-1.74,70
2004,CT,11,10.4,6.07,52.7,-0.46,64
2004,CT,12,10.4,2.09,38.7,-1.85,71
2005,CT,1,11.7,3.39,35.2,0.51,75
2005,CT,2,13.2,4.92,38.7,0.02,60
2005,CT,3,12.6,6.51,46.6,0.18,60
2005,CT,4,11.4,4.24,56.9,0.22,50
2005,CT,5,9.9,4.68,65.0,2.33,58
2005,CT,6,9.9,2.43,84.5,1.57,71
2005,CT,7,9.1,4.95,81.9,1.86,74
2005,CT,8,7.6,3.0,82.9,1.13,65
2005,CT,9,8.9,4.9,73.9,0.93,76
2005,CT,10,8.7,3.21,59.3,1.11,65
2005,CT,11,10.9,2.99,54.2,-1.32,70
2005,CT,12,9.6,2.81,41.3,-0.94,73
2006,CT,1,12.1,5.02,33.0,1.1,62
2006,CT,2,11.5,3.09,39.8,0.65,62
2006,CT,3,13.8,3.54,49.3,-1.46,66
2006,CT,4,10.0,5.47,64.4,1.77,57
2006,CT,5,9.7,6.41,64.7,2.01,70
2006,CT,6,8.7,5.23,84.2,-1.69,61
2006,CT,7,10.0,4.96,87.0,0.77,61
2006,CT,8,8.0,4.49,87.1,-1.7,72
2006,CT,9,8.9,3.02,76.3,-1.19,78
2006,CT,10,10.3,3.24,58.8,1.84,69
2006,CT,11,12.3,5.74,50.1,1.17,69
2006,CT,12,12.3,2.78,37.5,1.0,70
2007,CT,1,12.3,4.48,40.8,2.03,70
2007,CT,2,12.2,3.51,41.3,-1.85,59
2007,CT,3,13.4,5.92,43.1,-1.88,66
2007,CT,4,10.3,6.34,62.5,-1.14,55
2007,CT,5,8.9,4.59,70.3,-0.25,57
2007,CT,6,8.3,4.51,78.6,0.92,72
2007,CT,7,9.5,4.97,85.1,-1.58,76
2007,CT,8,7.5,3.2,83.7,1.19,64
2007,CT,9,8.4,3.15,74.6,2.48,65
2007,CT,10,11.3,5.08,61.2,1.23,75
2007,CT,11,9.7,6.53,47.3,1.33,62
2007,CT,12,11.1,4.14,40.6,1.17,73
2008,CT,1,12.1,5.34,38.2,-2.39,64
2008,CT,2,12.8,3.19,36.3,-0.42,63
2008,CT,3,11.4,5.36,45.8,2.47,52
2008,CT,4,10.7,2.93,54.6,0.16,57
2008,CT,5,10.3,5.96,74.5,-1.5,63
2008,CT,6,9.2,4.37,78.9,-0.93,70
2008,CT,7,7.4,5.78,86.5,-2.15,74
2008,CT,8,9.3,2.19,83.4,-0.91,71
2008,CT,9,7.9,4.92,76.8,0.05,66
2008,CT,10,11.5,3.55,60.1,-1.59,61
2008,CT,11,9.8,5.16,49.1,0.5,65
2008,CT,12,10.8,3.83,42.5,0.56,67
2009,CT,1,10.6,2.28,35.0,-0.41,67
2009,CT,2,11.1,5.1,34.1,-1.8,63
2009,CT,3,13.5,5.52,43.4,1.27,62
2009,CT,4,11.3,6.52,62.5,1.49,59
2009,CT,5,10.5,4.02,74.8,-1.3,66
2009,CT,6,9.9,3.2,81.5,1.28,72
2009,CT,7,7.8,5.96,89.4,1.66,60
2009,CT,8,9.2,2.62,81.7,0.42,67
2009,CT,9,8.0,4.32,71.2,-1.7,68
2009,CT,10,9.6,2.89,58.1,-0.03,65
2009,CT,11,9.9,5.14,50.9,-1.51,66
2009,CT,12,9.7,5.47,35.9,-0.13,74
2010,CT,1,10.6,4.03,34.8,0.43,74
2010,CT,2,10.8,2.49,33.8,-0.49,56
2010,CT,3,11.7,3.27,46.4,1.56,65
2010,CT,4,11.8,4.66,59.1,1.18,53
2010,CT,5,11.5,4.9,70.8,-1.08,62
2010,CT,6,9.9,5.8,81.4,-0.92,70
2010,CT,7,9.3,5.05,79.8,1.73,67
2010,CT,8,9.4,2.93,87.3,1.13,70
2010,CT,9,8.4,5.38,70.7,-2.13,75
2010,CT,10,9.6,5.71,58.9,-1.94,70
2010,CT,11,10.7,4.69,52.0,-0.61,68
2010,CT,12,11.9,4.15,44.3,-0.48,64
2011,CT,1,11.1,2.36,36.9,2.03,61
2011,CT,2,10.5,2.02,33.3,-1.36,57
2011,CT,3,11.7,2.32,46.6,-0.85,55
2011,CT,4,10.4,6.14,58.5,-1.07,55
2011,CT,5,8.8,4.94,71.0,-0.69,59
2011,CT,6,10.6,3.55,82.6,-1.76,64
2011,CT,7,9.0,3.29,81.3,-0.4,62
2011,CT,8,7.7,4.54,86.2,-2.38,75
2011,CT,9,8.0,4.91,69.3,0.07,69
2011,CT,10,10.6,2.78,62.9,-0.17,67
2011,CT,11,11.2,5.42,58.3,1.57,73
2011,CT,12,9.9,3.9,39.8,0.06,68
2012,CT,1,11.3,3.33,32.0,-2.32,71
2012,CT,2,11.1,1.93,35.3,2.37,60
2012,CT,3,11.5,3.18,45.1,2.07,63
2012,CT,4,12.1,5.42,56.7,2.29,61
2012,CT,5,11.3,3.0,66.8,-0.6,62
2012,CT,6,7.8,4.34,83.2,-1.94,73
2012,CT,7,9.0,3.31,82.3,0.47,69
2012,CT,8,8.3,2.38,82.2,1.95,78
2012,CT,9,9.4,4.5,70.9,0.68,69
2012,CT,10,10.8,5.35,68.1,1.82,60
2012,CT,11,10.2,5.96,52.6,2.31,75
2012,CT,12,10.5,3.04,45.0,-0.33,75
2013,CT,1,10.3,2.51,39.5,-1.26,71
2013,CT,2,11.8,3.28,43.3,2.15,61
2013,CT,3,12.4,4.53,50.2,1.23,60
2013,CT,4,9.8,5.03,54.9,-1.59,60
2013,CT,5,10.3,4.58,66.0,0.0,60
2013,CT,6,9.4,5.63,81.1,1.16,66
2013,CT,7,7.7,4.46,82.6,2.28,68
2013,CT,8,7.4,5.64,86.8,-1.59,64
2013,CT,9,7.7,2.68,79.5,2.03,62
2013,CT,10,9.0,4.38,65.0,1.74,66
2013,CT,11,11.5,3.75,58.3,1.74,70
2013,CT,12,10.9,5.26,39.2,1.56,66
2014,CT,1,12.6,3.65,32.9,0.89,70
2014,CT,2,11.1,4.11,39.1,0.89,58
2014,CT,3,12.2,3.39,48.8,0.3,54
2014,CT,4,11.4,3.48,54.7,-0.77,55
2014,CT,5,10.9,4.52,64.8,1.11,57
2014,CT,6,8.9,4.09,74.6,2.3,70
2014,CT,7,8.7,5.08,85.2,0.15,64
2014,CT,8,7.3,5.21,84.9,-1.79,75
2014,CT,9,8.4,3.92,69.0,0.55,70
2014,CT,10,10.3,4.91,67.2,-1.94,73
2014,CT,11,11.3,5.25,53.8,1.19,66
2014,CT,12,10.7,5.83,44.8,-0.61,71
2015,CT,1,11.6,3.49,30.8,0.57,61
2015,CT,2,11.7,2.79,34.0,2.45,71
2015,CT,3,13.8,3.73,50.8,2.5,67
2015,CT,4,12.4,3.93,63.3,2.5,53
2015,CT,5,10.5,3.64,68.5,-0.36,69
2015,CT,6,8.5,2.88,80.9,0.41,67
2015,CT,7,8.2,2.51,89.5,-1.69,69
2015,CT,8,8.7,2.24,83.2,-0.12,66
2015,CT,9,8.6,5.64,69.2,-2.35,64
2015,CT,10,8.8,4.49,69.4,-0.23,73
2015,CT,11,10.7,4.06,56.4,1.76,75
2015,CT,12,9.9,3.54,41.2,-1.24,72
1992,DE,1,11.3,4.65,41.3,0.26,61
1992,DE,2,11.5,1.7,42.3,2.09,67
1992,DE,3,12.0,2.29,46.9,0.85,69
1992,DE,4,12.5,5.03,62.9,-0.7,64
1992,DE,5,10.9,4.95,78.5,1.71,55
1992,DE,6,10.1,4.61,85.2,2.19,72
1992,DE,7,7.4,5.82,89.8,-0.54,78
1992,DE,8,7.3,3.95,81.6,-0.79,68
1992,DE,9,9.5,5.62,77.2,1.12,69
1992,DE,10,9.3,3.48,61.7,0.39,69
1992,DE,11,10.6,4.51,49.1,-0.46,77
1992,DE,12,13.2,3.05,39.6,0.3,66
1993,DE,1,11.4,4.16,42.5,0.27,61
1993,DE,2,11.8,3.17,45.6,2.0,64
1993,DE,3,14.5,3.23,52.9,2.15,58
1993,DE,4,11.6,2.26,59.3,-1.34,65
1993,DE,5,10.0,3.33,75.8,1.99,63
1993,DE,6,10.3,4.77,81.8,0.58,74
1993,DE,7,7.7,5.37,87.8,0.99,74
1993,DE,8,7.4,2.17,87.3,2.38,76
1993,DE,9,10.2,4.95,80.1,2.44,78
1993,DE,10,9.4,3.14,63.3,2.32,74
1993,DE,11,10.5,2.69,50.4,1.16,78
1993,DE,12,11.2,4.91,38.7,0.81,65
1994,DE,1,12.3,2.44,45.5,0.5,71
1994,DE,2,12.4,2.05,48.2,-0.71,68
1994,DE,3,12.2,4.07,56.4,2.43,68
1994,DE,4,10.3,5.4,59.8,2.66,56
1994,DE,5,9.9,4.48,67.4,0.99,66
1994,DE,6,9.2,5.56,87.9,0.75,68
1994,DE,7,9.8,3.9,91.0,2.1,71
1994,DE,8,8.6,5.84,85.6,-1.21,76
1994,DE,9,10.2,2.69,72.6,-0.19,75
1994,DE,10,9.2,3.39,62.7,1.1,77
1994,DE,11,12.4,4.0,51.8,0.44,78
1994,DE,12,11.0,3.41,41.2,0.05,76
1995,DE,1,12.3,3.27,43.4,-2.11,63
1995,DE,2,11.6,1.99,40.9,1.05,67
1995,DE,3,12.8,3.0,54.9,-0.76,69
1995,DE,4,12.6,3.68,57.1,2.28,53
1995,DE,5,9.1,2.41,73.8,2.46,66
1995,DE,6,8.1,3.05,81.0,0.97,76
1995,DE,7,9.6,2.59,87.6,0.97,65
1995,DE,8,9.6,4.34,85.5,-1.82,68
1995,DE,9,9.0,3.27,80.9,2.07,71
1995,DE,10,11.9,3.46,70.2,-1.45,74
1995,DE,11,11.0,4.86,54.5,0.23,76
1995,DE,12,12.5,2.37,47.9,0.7,65
1996,DE,1,10.7,2.7,43.6,2.37,63
1996,DE,2,12.4,4.35,37.8,-1.01,70
1996,DE,3,13.8,4.02,54.7,1.27,60
1996,DE,4,10.9,2.71,63.9,-0.32,53
1996,DE,5,11.7,4.82,70.7,-1.69,61
1996,DE,6,8.3,5.09,87.4,-0.23,70
1996,DE,7,7.5,5.47,84.8,0.3,75
1996,DE,8,8.7,5.85,84.2,0.5,72
1996,DE,9,8.7,2.8,80.6,2.31,70
1996,DE,10,11.5,3.35,70.2,2.39,73
1996,DE,11,12.4,2.05,60.0,-1.78,72
1996,DE,12,10.7,2.07,44.8,1.7,65
1997,DE,1,10.4,4.08,40.1,1.5,68
1997,DE,2,12.4,3.41,45.3,-1.86,57
1997,DE,3,13.9,5.26,50.2,-0.0,65
1997,DE,4,11.2,5.03,66.9,1.04,67
1997,DE,5,10.3,4.25,75.1,2.39,59
1997,DE,6,10.0,4.68,76.4,2.42,75
1997,DE,7,10.3,4.8,87.6,-0.31,64
1997,DE,8,7.3,3.79,83.9,-0.07,74
1997,DE,9,8.2,2.45,75.8,1.4,79
1997,DE,10,10.9,4.42,66.6,2.04,72
1997,DE,11,11.9,3.23,57.7,-1.03,69
1997,DE,12,12.6,2.56,39.9,-1.46,69
1998,DE,1,10.4,2.07,42.2,-2.02,71
1998,DE,2,12.2,2.16,46.7,-0.28,62
1998,DE,3,11.8,3.32,49.4,0.41,64
1998,DE,4,10.6,4.76,58.7,-1.91,52
1998,DE,5,10.5,2.26,79.0,-1.44,69
1998,DE,6,8.3,5.47,87.2,-1.6,72
1998,DE,7,9.0,5.28,90.4,1.38,69
1998,DE,8,8.2,5.81,89.9,-0.38,78
1998,DE,9,9.4,3.52,77.9,-0.86,66
1998,DE,10,9.1,2.11,68.3,-1.17,64
1998,DE,11,11.2,4.46,51.9,1.94,76
1998,DE,12,11.7,2.93,45.8,0.44,66
1999,DE,1,11.5,3.53,37.8,1.14,72
1999,DE,2,10.8,2.49,39.5,0.8,70
1999,DE,3,13.7,4.3,55.3,-1.65,68
1999,DE,4,10.2,2.0,65.9,0.43,55
1999,DE,5,11.2,2.5,77.8,0.58,57
1999,DE,6,8.1,4.89,81.9,-2.34,68
1999,DE,7,8.0,4.0,89.3,-2.09,64
1999,DE,8,8.0,4.62,80.0,-0.04,66
1999,DE,9,9.4,5.38,82.3,-2.34,78
1999,DE,10,9.1,4.68,63.2,0.44,71
1999,DE,11,10.1,4.04,50.3,0.78,74
1999,DE,12,12.9,4.62,41.0,2.46,67
2000,DE,1,10.5,4.42,39.8,-0.2,62
2000,DE,2,11.0,3.85,38.7,1.84,63
2000,DE,3,12.2,3.64,46.6,2.12,60
2000,DE,4,11.7,3.43,65.7,0.99,54
2000,DE,5,11.6,5.24,78.5,2.23,56
2000,DE,6,8.9,2.97,87.2,0.45,70
2000,DE,7,9.7,4.7,90.2,1.32,73
2000,DE,8,9.8,2.14,85.7,1.27,72
2000,DE,9,9.7,4.47,72.0,-1.58,72
2000,DE,10,10.7,3.49,71.4,1.2,63
2000,DE,11,10.1,4.54,58.9,1.87,68
2000,DE,12,11.7,5.08,49.6,-0.69,69
2001,DE,1,12.8,4.38,40.7,1.1,75
2001,DE,2,13.0,2.81,40.3,0.97,58
2001,DE,3,11.9,2.44,56.7,-0.11,66
2001,DE,4,11.2,1.94,68.2,0.54,60
2001,DE,5,10.0,4.19,75.5,2.53,58
2001,DE,6,10.0,2.81,87.2,-0.17,67
2001,DE,7,8.0,3.96,85.2,1.35,68
2001,DE,8,8.9,3.83,83.8,1.77,65
2001,DE,9,9.0,3.25,81.5,-1.9,66
2001,DE,10,10.3,3.8,67.6,-0.95,77
2001,DE,11,11.6,3.4,56.7,1.1,73
2001,DE,12,11.8,4.23,45.3,1.23,76
2002,DE,1,12.7,5.02,37.5,-1.87,63
2002,DE,2,12.6,3.24,42.8,2.44,56
2002,DE,3,13.8,5.89,55.8,0.14,65
2002,DE,4,10.2,3.86,68.2,-1.83,66
2002,DE,5,9.4,3.73,74.7,2.56,60
2002,DE,6,8.2,4.46,87.0,-0.34,71
2002,DE,7,7.5,3.31,80.4,-1.48,74
2002,DE,8,8.3,6.03,84.4,-2.39,72
2002,DE,9,8.4,5.45,75.1,-2.09,78
2002,DE,10,10.5,2.47,69.5,0.21,70
2002,DE,11,12.9,1.79,53.6,1.56,67
2002,DE,12,10.8,2.7,46.9,-1.06,72
2003,DE,1,11.2,4.89,36.7,2.34,66
2003,DE,2,11.4,4.47,47.0,-0.16,60
2003,DE,3,13.9,4.24,48.4,0.79,66
2003,DE,4,12.2,2.28,67.9,2.62,54
2003,DE,5,9.7,4.76,70.8,0.26,56
2003,DE,6,9.5,3.24,80.8,-0.15,68
2003,DE,7,9.4,4.36,87.8,1.88,73
2003,DE,8,9.7,4.1,79.2,1.91,70
2003,DE,9,9.4,4.75,75.4,-1.59,65
2003,DE,10,10.1,3.16,67.6,0.65,68
2003,DE,11,10.3,1.91,50.6,-1.71,78
2003,DE,12,11.8,3.43,50.1,1.04,77
2004,DE,1,11.6,3.69,35.2,-0.38,69
2004,DE,2,13.7,3.81,37.4,0.64,57
2004,DE,3,14.1,4.15,51.3,0.83,60
2004,DE,4,12.3,1.97,65.5,-0.96,62
2004,DE,5,10.6,5.78,76.3,1.45,58
2004,DE,6,9.4,5.54,78.1,-1.35,76
2004,DE,7,8.6,5.3,83.4,-1.79,78
2004,DE,8,8.8,5.7,90.1,-2.48,74
2004,DE,9,10.0,5.03,82.7,0.15,75
2004,DE,10,9.3,4.24,70.8,-0.65,75
2004,DE,11,12.0,3.79,49.6,-0.59,68
2004,DE,12,10.3,5.16,48.7,1.69,68
2005,DE,1,10.7,3.66,45.2,1.22,67
2005,DE,2,11.5,3.62,37.8,-0.09,70
2005,DE,3,12.7,4.92,50.7,-1.29,55
2005,DE,4,10.1,5.03,68.9,2.29,66
2005,DE,5,11.0,4.35,68.0,-1.95,64
2005,DE,6,10.8,2.64,85.9,1.51,70
2005,DE,7,7.8,3.74,88.1,-1.17,73
2005,DE,8,7.5,4.85,79.0,0.5,71
2005,DE,9,8.3,4.0,76.6,0.48,79
2005,DE,10,10.6,3.95,71.0,-0.95,63
2005,DE,11,10.2,1.91,60.6,-1.33,65
2005,DE,12,12.5,3.92,42.1,-1.23,78
2006,DE,1,11.9,4.84,35.4,-0.08,73
2006,DE,2,12.7,3.2,49.1,2.25,71
2006,DE,3,13.7,4.99,57.2,-1.94,55
2006,DE,4,11.8,4.49,60.5,-1.69,58
2006,DE,5,9.6,4.38,76.4,2.56,62
2006,DE,6,8.1,2.27,77.4,0.88,74
2006,DE,7,9.7,4.98,90.3,-1.89,72
2006,DE,8,7.3,2.36,84.9,-0.02,75
2006,DE,9,10.5,3.43,73.5,2.22,75
2006,DE,10,9.1,3.34,68.4,-1.03,69
2006,DE,11,11.9,1.81,55.5,-1.79,66
2006,DE,12,11.6,2.05,50.0,-0.14,65
2007,DE,1,10.4,4.75,44.2,1.87,72
2007,DE,2,10.9,2.09,38.0,-0.22,69
2007,DE,3,12.3,4.49,58.1,1.46,57
2007,DE,4,11.3,3.35,67.7,-1.73,57
2007,DE,5,10.9,3.8,79.2,-1.03,60
2007,DE,6,10.9,4.15,87.3,1.79,66
2007,DE,7,9.6,4.48,89.3,-2.44,71
2007,DE,8,8.5,3.45,84.9,-2.45,79
2007,DE,9,10.1,5.47,80.5,1.42,71
2007,DE,10,9.5,3.29,65.0,1.68,62
2007,DE,11,10.5,2.04,51.4,-0.1,65
2007,DE,12,10.8,2.52,46.2,-1.43,65
2008,DE,1,11.5,3.8,46.0,-1.43,67
2008,DE,2,13.1,3.3,47.7,1.66,70
2008,DE,3,12.4,2.89,58.2,-1.99,59
2008,DE,4,12.9,3.12,65.6,-1.6,67
2008,DE,5,10.5,2.27,72.3,0.27,57
2008,DE,6,9.9,3.59,77.0,-1.9,72
2008,DE,7,8.6,4.38,87.1,0.96,72
2008,DE,8,9.0,4.49,79.5,1.09,76
2008,DE,9,10.1,2.68,80.4,-2.23,70
2008,DE,10,9.5,2.26,69.5,-1.47,77
2008,DE,11,10.6,4.91,49.8,-2.03,73
2008,DE,12,11.1,4.16,47.1,-1.13,65
2009,DE,1,11.3,3.34,38.1,0.93,70
2009,DE,2,11.0,3.55,42.1,2.46,64
2009,DE,3,14.3,2.5,51.1,0.68,65
2009,DE,4,13.0,5.51,68.5,2.69,54
2009,DE,5,9.8,2.6,74.7,0.91,56
2009,DE,6,9.0,4.49,88.5,-0.87,65
2009,DE,7,7.5,5.61,88.9,0.34,76
2009,DE,8,8.4,4.63,85.3,-2.25,66
2009,DE,9,10.6,3.54,79.1,1.81,64
2009,DE,10,9.8,2.39,60.8,2.11,75
2009,DE,11,12.9,4.04,53.1,-1.38,75
2009,DE,12,10.8,3.88,39.0,0.19,69
2010,DE,1,10.8,3.32,46.5,-0.6,75
2010,DE,2,11.6,2.77,39.0,-0.18,59
2010,DE,3,11.8,4.1,58.5,0.47,54
2010,DE,4,12.0,4.35,62.8,-0.04,56
2010,DE,5,9.4,2.47,76.8,-0.04,55
2010,DE,6,9.5,4.02,87.2,-0.99,60
2010,DE,7,8.8,3.07,83.5,-1.48,74
2010,DE,8,7.6,4.26,88.9,-0.34,70
2010,DE,9,9.0,3.59,83.6,-0.31,77
2010,DE,10,11.3,2.68,61.0,0.16,75
2010,DE,11,12.3,4.91,59.2,-1.59,72
2010,DE,12,12.8,3.68,49.0,-0.67,76
2011,DE,1,12.2,2.38,39.9,1.44,71
2011,DE,2,11.7,2.86,48.5,-1.31,71
2011,DE,3,14.0,4.82,58.6,2.44,64
2011,DE,4,12.2,4.47,60.6,2.33,58
2011,DE,5,10.8,3.5,77.6,-0.85,57
2011,DE,6,9.9,2.09,84.5,1.56,72
2011,DE,7,8.3,2.54,81.8,-1.22,63
2011,DE,8,8.6,5.23,88.3,-1.92,74
2011,DE,9,9.1,5.2,75.5,0.02,65
2011,DE,10,11.7,5.13,67.6,0.75,65
2011,DE,11,11.7,4.37,53.7,1.98,75
2011,DE,12,11.2,2.43,49.8,0.67,65
2012,DE,1,12.9,2.87,45.2,1.06,62
2012,DE,2,12.1,4.32,46.1,-1.07,66
2012,DE,3,13.0,2.3,47.0,1.28,69
2012,DE,4,10.7,5.33,67.5,-1.62,59
2012,DE,5,10.5,5.59,67.8,-0.84,57
2012,DE,6,8.9,4.5,87.1,0.9,68
2012,DE,7,8.3,4.12,83.4,2.32,77
2012,DE,8,9.0,5.66,79.4,-1.56,79
2012,DE,9,9.8,3.26,78.3,-1.09,66
2012,DE,10,9.5,3.75,67.9,-2.38,73
